date,open,high,low,close
2025-05-16,23.5,25.260000228881836,22.09000015258789,22.799999237060547
2025-05-19,23.020000457763672,26.600000381469727,22.5,23.649999618530273
2025-05-20,23.719999313354492,23.722000122070312,21.5,21.90999984741211
2025-05-21,21.514999389648438,24.014999389648438,21.030000686645508,22.440000534057617
2025-05-22,23.899999618530273,25,22.219999313354492,24.459999084472656
2025-05-23,23.024999618530273,24.239999771118164,22.6200008392334,22.950000762939453
2025-05-27,23.299999237060547,23.5,21.670000076293945,21.739999771118164
2025-05-28,19.299999237060547,20.85300064086914,18.799999237060547,20.3799991607666
2025-05-29,20.809999465942383,20.926000595092773,19.209999084472656,19.600000381469727
2025-05-30,18.850000381469727,18.889999389648438,17.989999771118164,18.149999618530273
2025-06-02,18.5,18.770000457763672,18.200000762939453,18.520000457763672
2025-06-03,18.68000030517578,19.579999923706055,18.280000686645508,19.1299991607666
2025-06-04,19.329999923706055,20.149999618530273,18.92099952697754,20.079999923706055
2025-06-05,20.725000381469727,20.829999923706055,19.049999237060547,19.06999969482422
2025-06-06,19.049999237060547,20.020000457763672,18.950000762939453,19.979999542236328
2025-06-09,20.729999542236328,21.1299991607666,19.829999923706055,20.93000030517578
2025-06-10,21.139999389648438,21.299999237060547,19.75,20
2025-06-11,19.8700008392334,20.049999237060547,19.200000762939453,19.329999923706055
2025-06-12,19.200000762939453,20.6200008392334,19.079999923706055,19.420000076293945
2025-06-13,19,19.268999099731445,18.440000534057617,18.84000015258789
2025-06-16,19.229999542236328,19.850000381469727,18.899999618530273,19.3700008392334
2025-06-17,19.100000381469727,19.327999114990234,18.299999237060547,18.489999771118164
2025-06-18,18.610000610351562,19.469999313354492,17.950000762939453,19.040000915527344
2025-06-20,20.510000228881836,21.049999237060547,18.809999465942383,18.860000610351562
2025-06-23,18.25,19.040000915527344,17.399999618530273,18.469999313354492
2025-06-24,19.09000015258789,19.829999923706055,18.690000534057617,19.709999084472656
2025-06-25,20.010000228881836,20.110000610351562,19.139999389648438,19.399999618530273
2025-06-26,19.514999389648438,21.06999969482422,19.010000228881836,20.479999542236328
2025-06-27,21.125,21.14699935913086,19.639999389648438,19.969999313354492
2025-06-30,20.5,22.399999618530273,20.40999984741211,21.899999618530273
2025-07-01,21.8799991607666,22.149999618530273,20.799999237060547,21.309999465942383
2025-07-02,21.510000228881836,22.829999923706055,20.799999237060547,22.219999313354492
2025-07-03,22.290000915527344,22.649999618530273,21.59000015258789,21.75
2025-07-07,21.334999084472656,21.43600082397461,19.200000762939453,19.690000534057617
2025-07-08,20.079999923706055,20.079999923706055,19.149999618530273,19.459999084472656
2025-07-09,19.920000076293945,20.260000228881836,19.049999237060547,20.170000076293945
2025-07-10,20.15999984741211,20.600000381469727,19.350000381469727,20.40999984741211
2025-07-11,20.545000076293945,21.84000015258789,20.360000610351562,20.6299991607666
2025-07-14,20.950000762939453,21.950000762939453,20.854999542236328,21.450000762939453
2025-07-15,21,21.56999969482422,20.399999618530273,20.860000610351562
2025-07-16,21.15999984741211,24.75,21.149999618530273,24.360000610351562
2025-07-17,24.28499984741211,26.170000076293945,23.670000076293945,26.040000915527344
2025-07-18,27.709999084472656,28.200000762939453,25.31999969482422,27.1299991607666
2025-07-21,29.1299991607666,31.75,27.270000457763672,27.450000762939453
2025-07-22,28.200000762939453,29.219999313354492,26.68000030517578,29.110000610351562
2025-07-23,29.610000610351562,31.190000534057617,28.40999984741211,31.030000686645508
2025-07-24,30.315000534057617,33.16999816894531,30.079999923706055,31.889999389648438
2025-07-25,31.40999984741211,31.420000076293945,29.149999618530273,30.59000015258789
2025-07-28,31.309999465942383,31.520000457763672,29.479999542236328,29.600000381469727
2025-07-29,29.170000076293945,29.479999542236328,25.93199920654297,26.760000228881836
2025-07-30,27.18000030517578,29.5,27.18000030517578,28.899999618530273
2025-07-31,28.895000457763672,30.420000076293945,28.309999465942383,28.415000915527344
2025-08-01,26.065000534057617,27.888999938964844,26,26.8799991607666
2025-08-04,27.645000457763672,29.75,27,28.889999389648438
2025-08-05,28.3799991607666,29.03499984741211,25.549999237060547,27.68000030517578
2025-08-06,27.079999923706055,28,26.020000457763672,27.34000015258789
2025-08-07,28.5,30.350000381469727,27.45199966430664,28.09000015258789
2025-08-08,28.010000228881836,28.3799991607666,26.459999084472656,27.780000686645508
2025-08-11,28.600000381469727,30.84000015258789,28.350000381469727,28.479999542236328
2025-08-12,28.770000457763672,29.43899917602539,27.360000610351562,27.899999618530273
2025-08-13,28,30.190000534057617,27.809999465942383,28.34000015258789
2025-08-14,27.704999923706055,29.920000076293945,27.25,28.56999969482422
2025-08-15,28.84000015258789,29,25.799999237060547,26.09000015258789
2025-08-18,25.704999923706055,26.850000381469727,25.510000228881836,26.790000915527344
2025-08-19,26.610000610351562,26.739999771118164,23.649999618530273,24.094999313354492
2025-08-20,23.825000762939453,24.510000228881836,22.950000762939453,24.510000228881836
2025-08-21,23.790000915527344,24.479999542236328,23.6200008392334,23.889999389648438
2025-08-22,23.649999618530273,25.700000762939453,23.34000015258789,25.56999969482422
2025-08-25,24.549999237060547,25.134000778198242,24.020000457763672,24.549999237060547
2025-08-26,24.399999618530273,24.8799991607666,23.90999984741211,24.719999313354492
2025-08-27,24.690000534057617,25.290000915527344,24.360000610351562,24.40999984741211
2025-08-28,24.610000610351562,25.34000015258789,24.489999771118164,24.510000228881836
2025-08-29,24.40999984741211,24.40999984741211,23.010000228881836,23.489999771118164
2025-09-02,22.700000762939453,24.190000534057617,22.420000076293945,24.15999984741211
2025-09-03,24.5,25.549999237060547,24.34000015258789,24.389999389648438
2025-09-04,24.3700008392334,24.399999618530273,22.809999465942383,22.90999984741211
2025-09-05,23.420000076293945,23.780000686645508,22.170000076293945,23.489999771118164
2025-09-08,23.739999771118164,24.56999969482422,23.5,24.219999313354492
2025-09-09,25.604999542236328,26.600000381469727,24.559999465942383,26.579999923706055
2025-09-10,26.815000534057617,27.979999542236328,25.8700008392334,26.079999923706055
2025-09-11,26.3700008392334,29.729999542236328,26.18000030517578,28.8700008392334
2025-09-12,28.90999984741211,30.299999237060547,28.81999969482422,29.700000762939453
2025-09-15,29.649999618530273,30.834999084472656,29.200000762939453,30.770000457763672
2025-09-16,31,31.950000762939453,29.46500015258789,31.829999923706055
2025-09-17,31.700000762939453,33.650001525878906,31.170000076293945,33.0099983215332
2025-09-18,33.47999954223633,34.25,32.79999923706055,33.08000183105469
2025-09-19,32.33000183105469,33.08000183105469,31.799999237060547,32.869998931884766
2025-09-22,31.190000534057617,33.84000015258789,30.350000381469727,33.689998626708984
2025-09-23,34.709999084472656,35.599998474121094,32.619998931884766,33.13999938964844
2025-09-24,34.119998931884766,35.790000915527344,33.689998626708984,34.290000915527344
2025-09-25,32.150001525878906,33.571998596191406,31.115999221801758,32.1150016784668
2025-09-26,31.790000915527344,32.220001220703125,29.709999084472656,30.899999618530273
2025-09-29,32.32500076293945,34.7599983215332,32,34.290000915527344
2025-09-30,34.2400016784668,35.70000076293945,33.52000045776367,33.810001373291016
2025-10-01,34.83000183105469,36.40999984741211,33.97999954223633,35.83000183105469
2025-10-02,36.41999816894531,37.380001068115234,34.810001373291016,36.52000045776367
2025-10-03,36.935001373291016,37.66999816894531,35.79999923706055,36.15999984741211
2025-10-06,38.52000045776367,39.67499923706055,37.59000015258789,38.84000015258789
2025-10-07,39.91999816894531,42.220001220703125,38.310001373291016,39.58000183105469
2025-10-08,41.029998779296875,41.46500015258789,39.0099983215332,41.38999938964844
2025-10-09,40.775001525878906,42.310001373291016,39.54999923706055,42.220001220703125
