date,open,high,low,close
2021-05-10,98.80000305175781,99.56999969482422,98.4000015258789,98.41000366210938
2021-05-11,97.56999969482422,97.56999969482422,96.36000061035156,97.16999816894531
2021-05-12,96.94000244140625,97.12999725341797,94.63999938964844,94.70999908447266
2021-05-13,95,96.62000274658203,94.94000244140625,95.94000244140625
2021-05-14,96.44999694824219,97.41999816894531,96.30999755859375,97.08000183105469
2021-05-17,97.04000091552734,97.38999938964844,96.69000244140625,97.18000030517578
2021-05-18,97.19999694824219,97.83000183105469,96.5999984741211,97.19999694824219
2021-05-19,96.44999694824219,96.88999938964844,95.45999908447266,96.88999938964844
2021-05-20,96.91000366210938,98.29000091552734,96.63999938964844,97.9800033569336
2021-05-21,98.22000122070312,98.41000366210938,97.6500015258789,97.87999725341797
2021-05-24,98.31999969482422,99.47000122070312,98.2300033569336,99.0999984741211
2021-05-25,99.27999877929688,99.5,98.66999816894531,99.06999969482422
2021-05-26,99.25,100.06999969482422,99.05000305175781,99.51000213623047
2021-05-27,99.81999969482422,99.83000183105469,99.16000366210938,99.27999877929688
2021-05-28,99.86000061035156,100.16999816894531,99.55999755859375,99.87999725341797
2021-06-01,100.37000274658203,101.69000244140625,100.01000213623047,101.68000030517578
2021-06-02,102.05999755859375,102.9800033569336,101.61000061035156,102.87000274658203
2021-06-03,102.75,102.75,102.01000213623047,102.48999786376953
2021-06-04,103,103,102.08000183105469,102.54000091552734
2021-06-07,102.73999786376953,104.19999694824219,102.70999908447266,103.75
2021-06-08,104.01000213623047,104.88999938964844,103.88999938964844,104.61000061035156
2021-06-09,104.91000366210938,105.20999908447266,104.69999694824219,104.75
2021-06-10,104.8499984741211,105.7699966430664,104.54000091552734,105.5
2021-06-11,105.5199966430664,105.62999725341797,104.55999755859375,105.08000183105469
2021-06-14,105.08999633789062,105.48999786376953,104.91000366210938,105.48999786376953
2021-06-15,105.4000015258789,105.48999786376953,104.36000061035156,104.36000061035156
2021-06-16,104.58000183105469,105.05000305175781,103.48999786376953,103.68000030517578
2021-06-17,103.41000366210938,103.69999694824219,102.86000061035156,103.55000305175781
2021-06-18,103.0199966430664,103.47000122070312,101.79000091552734,101.79000091552734
2021-06-21,102.30999755859375,104.20999908447266,101.80000305175781,103.88999938964844
2021-06-22,103.88999938964844,104.01000213623047,103.27999877929688,103.3499984741211
2021-06-23,103.3499984741211,103.75,103.08000183105469,103.16999816894531
2021-06-24,102.81999969482422,102.81999969482422,101.66000366210938,102.22000122070312
2021-06-25,102.25,103.01000213623047,102.08000183105469,102.91000366210938
2021-06-28,103.08999633789062,103.1500015258789,101.69000244140625,102.61000061035156
2021-06-29,102.7699966430664,103.19999694824219,102.26000213623047,102.33000183105469
2021-06-30,102.33999633789062,102.9000015258789,101.68000030517578,101.79000091552734
2021-07-01,102.02999877929688,103.0199966430664,101.51000213623047,102.2300033569336
2021-07-02,102.62999725341797,103.04000091552734,102.16999816894531,102.54000091552734
2021-07-06,102.51000213623047,103.47000122070312,101.79000091552734,103.29000091552734
2021-07-07,103.12999725341797,103.98999786376953,102.80000305175781,103.6500015258789
2021-07-08,102.7300033569336,103.7699966430664,102.51000213623047,103.36000061035156
2021-07-09,103.9000015258789,105.06999969482422,103.62999725341797,105.05999755859375
2021-07-12,105,106.05000305175781,104.77999877929688,105.95999908447266
2021-07-13,105.69000244140625,105.77999877929688,104.08000183105469,104.4800033569336
2021-07-14,104.48999786376953,105.5199966430664,104.25,105.20999908447266
2021-07-15,105,105.5,104.91999816894531,105.37999725341797
2021-07-16,105.76000213623047,106.19999694824219,105.23999786376953,105.30999755859375
2021-07-19,104.11000061035156,104.33000183105469,102.58999633789062,103.38999938964844
2021-07-20,103.94999694824219,106.23999786376953,103.80000305175781,105.83000183105469
