date,open,high,low,close
2023-05-23,247.2,247.2205,246.74999,246.74999
2023-05-24,245.33548,249.48549,245.02999,249.17
2023-05-25,253.03901,255.59999,249.14249,252.641
2023-05-26,252.86331,262.29,252.75499,261.97999
2023-05-30,265.91268,268.60499,261.11429,262.54999
2023-05-31,260.24588,264.97999,258.47549,264.62
2023-06-01,266.6924,274.05279,266.64,272.539
2023-06-02,272.55,275.28549,271.28652,272.58999
2023-06-05,271.6405,275.54992,269.61688,271.459
2023-06-06,270.0397,276.49499,269.73999,271.09999
2023-06-07,271.41,274.21999,262.70036,263.44
2023-06-08,260.835,267.64749,259.02499,264.55499
2023-06-09,261.97732,267.86949,261.82984,264.95999
2023-06-12,267.3089,271.66999,265.46729,271.051
2023-06-13,274.19529,275.61255,269.17499,271.149
2023-06-14,271.44196,274.8775,268.3925,273.17978
2023-06-15,272.09999,283.9525,271.55499,281.77
2023-06-16,284.52,287.80141,280.2645,280.79899
2023-06-20,278.51,284.77999,276.32,284.35999
2023-06-21,283.07664,283.82268,278.44,281.64799
2023-06-22,279.08837,285.185,277.91999,284.84099
2023-06-23,281.78999,289.625,279.22317,288.72999
2023-06-26,288.85999,289.67999,277.59999,278.63
2023-06-27,282.23999,289.17999,280.8295,287.07
2023-06-28,284.96999,289.42999,284.19549,285.28099
2023-06-29,284.58999,286.385,280.71749,281.60999
2023-06-30,284.63,288.98499,284.53375,286.71873
2023-07-03,286.64999,289.22715,284.91499,286.051
2023-07-05,287.61999,298.1225,286.48819,294.51423
2023-07-06,295.8125,298.05499,291.41499,291.70999
2023-07-07,292.205,296.08099,289.31,290.47999
2023-07-10,295.58999,298.04999,287.11999,294.16249
2023-07-11,293.95999,300.02099,292.03749,298.40099
2023-07-12,301.77,309.44,300.21999,309.34999
2023-07-13,313.84999,315.96499,310.50449,313.395
2023-07-14,311.71499,314.64999,307.37949,308.85999
2023-07-17,307.52499,311.37949,304.83999,310.54639
2023-07-18,310.95057,314.00144,307.70999,312.06099
2023-07-19,313.60499,318.60879,310.64,315.92999
2023-07-20,313.57,315.52,302.21749,302.58
2023-07-21,304.74413,305.30514,291.22499,294.36999
2023-07-24,295.80749,297.17406,288.36999,291.38899
2023-07-25,295.16236,297.88518,292.17999,294.479
2023-07-26,301.135,301.70999,291.90549,298.72449
2023-07-27,324.67999,324.94549,310.0025,311.81099
2023-07-28,316.83999,326.0675,314.33499,325.29999
2023-07-31,323.53871,325.52135,317.625,318.58
2023-08-01,317.54589,324.075,314.82887,322.66999
