date,open,high,low,close
2021-05-10,229.26419067382812,231.08155822753906,228.1294403076172,229.6365203857422
2021-05-11,227.66844177246094,229.21099853515625,226.29432678222656,228.64361572265625
2021-05-12,226.1702117919922,227.30496215820312,221.50709533691406,221.8794403076172
2021-05-13,223.23580932617188,225.31915283203125,222.0655975341797,223.99822998046875
2021-05-14,225.09751892089844,227.6507110595703,224.34397888183594,224.80496215820312
2021-05-17,224.40602111816406,225.78013610839844,221.85284423828125,222.4379425048828
2021-05-18,222.55319213867188,224.03369140625,221.21453857421875,221.56915283203125
2021-05-19,219.68971252441406,221.15248107910156,218.04078674316406,221.0372314453125
2021-05-20,221.8794403076172,226.3120574951172,221.4627685546875,225.99290466308594
2021-05-21,226.5425567626953,228.1826171875,223.891845703125,223.90957641601562
2021-05-24,225.33688354492188,226.12588500976562,223.65248107910156,225.09751892089844
2021-05-25,225.2216339111328,226.40957641601562,224.1666717529297,226.1879425048828
2021-05-26,227.44680786132812,227.44680786132812,221.97694396972656,223.20034790039062
2021-05-27,223.3155975341797,226.64894104003906,222.7748260498047,226.26773071289062
2021-05-28,227.83688354492188,230.94857788085938,226.95921325683594,227.074462890625
2021-06-01,225.17730712890625,225.17730712890625,215.72694396972656,217.38475036621094
2021-06-02,217.1542510986328,217.8546142578125,214.28192138671875,214.54786682128906
2021-06-03,213.78546142578125,215.19503784179688,211.27659606933594,213.66134643554688
2021-06-04,215.87765502929688,216.78192138671875,213.98049926757812,214.7783660888672
2021-06-07,214.7251739501953,215.5762481689453,212.6507110595703,212.97872924804688
2021-06-08,214.21986389160156,214.38829040527344,211.9237518310547,212.94326782226562
2021-06-09,213.58155822753906,214.0957489013672,212.65957641601562,213.3865203857422
2021-06-10,213.8209228515625,218.75,213.8209228515625,218.3155975341797
2021-06-11,218.78546142578125,219.60992431640625,218.04965209960938,218.98936462402344
2021-06-14,219.7960968017578,219.7960968017578,216.14361572265625,219.33511352539062
2021-06-15,219.13121032714844,219.76063537597656,216.89715576171875,217.2872314453125
2021-06-16,217.7039031982422,218.42198181152344,215.425537109375,216.96807861328125
2021-06-17,215.84219360351562,229.59219360351562,215.84219360351562,227.90780639648438
2021-06-18,227.89007568359375,230.4344024658203,226.78192138671875,227.81028747558594
2021-06-21,229.4946746826172,232.9166717529297,226.64894104003906,232.7925567626953
2021-06-22,233.30673217773438,237.34042358398438,232.58865356445312,236.7375946044922
2021-06-23,236.35638427734375,239.91134643554688,235.54965209960938,238.16488647460938
2021-06-24,239.05142211914062,239.9202117919922,235.04432678222656,237.0124053955078
